,column_1,column_2
0,5.738357028107886,-14.308089980445303
1,-5.823042215134526,4.042232813503886
2,2.9958975432281516,22.215390549069443
3,3.173191252334802,8.299087388753547
4,-4.433363689757667,9.965443455964119
5,3.854013537089322,5.277173574827004
6,-11.621013692505718,3.110403860028596
7,13.808119338445827,8.847264272739661
8,-2.9379659891746424,-5.2032188327811255
9,2.853280802147752,-5.062638334159832
10,1.291249038572413,19.083825063579315
11,20.194519235933495,-9.577267206614026
12,1.5110988211927585,15.318144885488806
13,-11.38701424625269,-6.146089495146712
14,-7.689361750021391,-4.7204732154888545
15,23.83399297977554,1.2451697946370013
16,8.902220095459061,0.3759328788115108
17,-1.3949885147500403,-7.702793890793631
18,-16.35121070307672,2.9808316548128335
19,-7.923361196274426,4.536020139686449
20,-0.5613218248990338,-13.088148403604132
21,-1.7152451781921496,0.4389300041270702
22,22.023059818574765,3.6025236740351385
23,-9.902215524217333,0.7511561684339458
24,3.095680864678914,7.782075489655529
25,-7.0312889618900725,-3.003482300766338
26,11.35190797862455,-14.268496841823149
27,-1.183738565120198,-12.220382517319878
28,2.99589754322811,22.21539054906946
29,-6.7800631667869835,9.437819503404532
30,2.428755214916806,3.123430734850408
31,5.750806255689637,-7.1780026549804985
32,4.168875185671964,-12.95857619838838
33,-11.38701424625269,-6.146089495146712
34,-11.621013692505722,3.11040386002859
35,-3.0871877918238053,-3.704272050819368
36,-5.312490793601685,-5.362729992360978
37,18.163736292112365,-3.45423314912538
38,-13.32566219716142,-0.021161625461563676
39,-16.35121070307672,2.9808316548128335
40,-5.858622011930147,7.811700615987475
41,10.895224087034665,-1.3300163270207834
42,5.026680487049237,16.092356491580826
43,5.026680487049237,16.092356491580826
44,-2.5490201987392425,-9.619820099307843
45,1.5110988211927585,15.318144885488806
46,-4.433363689757638,9.965443455964076
47,-9.62800970093012,1.4044546541962952
48,6.7621832480088955,-8.154610681028219
49,0.009921588055282643,-9.610672202614133
50,-7.923361196274426,4.536020139686449
51,-11.38701424625269,-6.146089495146712
52,6.7621832480088955,-8.154610681028219
53,-3.9209315841155923,-14.055903928367922
54,0.009921588055282643,-9.610672202614133
55,13.58826955582549,12.612944450830172
56,13.949833250756981,-1.2995710850927318
57,3.745353036532108,-12.602140774612618
58,-12.653558206845421,4.406447934470693
59,-4.3450134579780295,-0.6012579950607599
60,0.5256870608036212,5.4788908020520335
61,3.6869474919987595,-10.447992846970338
62,15.604794505317837,-3.4633810458190935
63,1.9845205509088515,23.191998575117186
64,4.1004622109242765,3.150767545116118
65,-10.934760038557034,2.047200242876051
66,-1.6148382973703839,-3.937113712703122
67,-9.494270138956166,-3.6301458714279744
68,5.026680487049237,16.092356491580826
69,-6.204563027986038,2.176772448091807
70,7.443005532763406,-11.176524494954762
71,-9.62800970093012,1.4044546541962952
72,13.58826955582549,12.612944450830172
73,18.177994286441137,6.499058290035242
74,11.88362105116979,9.481378965340017
75,-4.3450134579780295,-0.6012579950607599
76,-16.35121070307672,2.9808316548128335
77,-14.412562752167991,-3.144096214872315
78,-8.744655760984278,1.3144755876023044
